path,bytes,lines,sha256,scope,ts_nocheck,route_definitions,transactions,innerHTML,legacy_path_mentions
server/routes/sales.js,31270,527,0af65fcdaeae9b130aa50cb1db638b7864fc5cc7418ff154ab7cf6784b5f8a1a,full-file inventory/static scan; not a line-by-line correctness proof,1,22,3,0,0
server/routes/search.js,2723,60,0d07cdec23e35d794367e9b60ec9a59de4d65dc259a7146d66aa1aa53898216d,full-file inventory/static scan; not a line-by-line correctness proof,1,1,0,0,0
server/routes/stock.js,13836,287,2b271d5983f4b3dea0c25768915229caea14dc3f33639e5ce383d9079c664c48,full-file inventory/static scan; not a line-by-line correctness proof,1,10,5,0,0
server/routes/support.js,11570,202,9eb9525024d90749ffe037bb7b31b1a848d393aa85560a6e24c66358619560e7,full-file inventory/static scan; not a line-by-line correctness proof,1,7,2,0,0
server/routes/templates.js,8852,185,12037defca9b60aca0a457c3bc07942a1d261f5e50c7b4a24952ba6adffc4a8c,full-file inventory/static scan; not a line-by-line correctness proof,1,8,0,0,0
server/routes/visits.js,6669,129,54bcf4d6913e220ec8ad85dd667d64abcd2ca14d6464cc68126a385c14acae4f,full-file inventory/static scan; not a line-by-line correctness proof,1,5,1,0,0
server/routes/webhooks.js,7176,137,12931af4515134c7b1ab59a6bc88c25c936a28d446ad82bb5029738181ec0192,full-file inventory/static scan; not a line-by-line correctness proof,1,10,0,0,0
server/scripts/backup.js,4659,104,1beba0580b4fba8d082c413ebb2223bd756ad577459eda8f0aeded5489d9c9ec,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/scripts/demo.js,467,14,9329b4a696e941c13828b513a83006f90141587d22daf2e19d3af01c72957a63,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/scripts/license-generate.js,4095,94,963ce03f609a4d5e3a691c4d42397b08f6e289cf0817324863f268e95766b6e8,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/scripts/restore.js,9551,210,237c6da128878e55a9e5a73c2acac3529216720caf31e31df54d4197a7b29707,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/scripts/setup.js,9082,209,fc781c92c80ac336b8be3682be2460b6f78096a7bb93f33e6b20099c3ab8adc2,full-file inventory/static scan; not a line-by-line correctness proof,1,0,1,0,0
server/scripts/upgrade.js,8339,200,32ecf670ec03f8da413d95e623650626444edb9292b54539c0e35492f7022120,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/seed.js,33707,441,62f70757d1618fec8f2a2dd860865175ffeac30e78da2025268160b9441ecbf9,full-file inventory/static scan; not a line-by-line correctness proof,1,0,1,0,0
server/services/accounting-export.js,6597,126,0f06a90b771b29a836540c2183dd76d2b31f91ad82f2efa9170be8d174c48c80,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/services/capacity.js,12494,271,35e8863e146fb6d724af5d59a1887c20a7ad1dc6fb6eb19763c01c4ef1a11f12,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/services/costing.js,7590,161,76f9190c81d93c94b4de4166d9943cbfacd7a934cc2f1d7cbd027331594061a3,full-file inventory/static scan; not a line-by-line correctness proof,0,0,1,0,0
server/services/counts.js,1637,28,e620f0f84ed2fa6ce5b2fa9bda289126a6ad4dfec25585b4972dc9f41a7da792,full-file inventory/static scan; not a line-by-line correctness proof,0,0,1,0,0
server/services/customer-balance.js,417,10,52a9cc200ebf107410c75bee204bd7343c6fe41282a5f1127d09e0c44b0b4e82,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/services/data-health.js,22936,541,45309c1470c86adbeddc7fb93b98fddb05672f13f8b21a21875aed632aff760e,full-file inventory/static scan; not a line-by-line correctness proof,0,0,1,0,0
server/services/data-retention.js,2984,58,f72d766ef6bda0c66b0772df143d08f9125ca7f3ba634d58c50235662f285d5b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/services/import-commit.js,22551,430,236520665156c8cbedf134414933b9aaca1174fa11fd6f724e8b3f702dd045e6,full-file inventory/static scan; not a line-by-line correctness proof,0,0,2,0,0
server/services/import.js,24026,522,0018d6a046fdbe6761ba99bce561570ee051b52f443e5556a7e5a6035030548b,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/services/invoice-allocation.js,5057,74,1b8d16736d0361f4e8088f7599fa021694d998d92f6e64fe26f12bde334cbd94,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/services/mobile-sync.js,3724,54,540c090ae24aba37ace647fc6dc96d0042ef165be8834c266d0bf4f5ecac7e91,full-file inventory/static scan; not a line-by-line correctness proof,0,0,1,0,0
server/services/mrp.js,12269,248,6c6363ac4ed3466ff3f5a61cd037940a086a26e696e7734dcd92474931272d11,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/services/notifications.js,9055,208,d6fd38c52cf2a263dcdebbb663df24cd84af858c1f96e339b1a868cc8dcf92f2,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/services/pivot.js,7245,158,d2e948347c4bb13d6ad4c31c7255f6a114f65f4c851274e8da76c35ea9b6dcf1,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/services/sales-orders.js,2961,55,49ba7874bcba8da521a9c1ae3a8d21e8b9d57a059418c18c67aaab300fe592df,full-file inventory/static scan; not a line-by-line correctness proof,1,0,1,0,0
server/services/stock.js,15389,309,8edebc353b1e8e9dc6395d641c03a5ebee037915842119d662ef8c0113ed5a94,full-file inventory/static scan; not a line-by-line correctness proof,0,0,1,0,0
server/services/traceability.js,6163,136,09045a011f14aa00afe674d9ccb17153bdd8ccecb45f8d9e1a64862a56c307a3,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/types/better-sqlite3-shim.d.ts,2040,61,fe7ae59df178de35771aee89a76931d2440b36c615cbacd2792baf63bbac4cb3,full-file inventory/static scan; not a line-by-line correctness proof,0,0,1,0,0
test/accounting-export.js,7593,126,d44d746aaf573ae01df4d21b5de26130a4b9baba7e7c186aaec1be56f420b739,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/approval-limit.js,3862,78,d955da250eafda1d4238c6333bd2eea6ac4dde8917d5b601e3a7a37ea84ccf7b,full-file inventory/static scan; not a line-by-line correctness proof,1,1,0,0,0
test/backup-restore.js,11685,211,8711035add31f4ac7819c3c5ed6a9ca95aec3c2242c55d756040f5bce1653737,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/barcode.js,7469,154,3052d7440200fcd37fe98dc4673b45631494cba934eaedf70168fb6c6a491187,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/concurrency-races.js,6169,117,cda62d78388ddc6a8dff5eeba51d86f49213e7f33b25cbe862cd874d592e14b3,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/contract.js,12074,195,033044162d997a089bb2b4d561c95519f65a2e7f1b3590eac44c0eaeda9522f3,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/crm.js,9428,149,91f354194d33ff6477f992f525faa9f5d57f564d683526daebeaed53bd45b472,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/data-health.js,16574,264,4968631b794238e376fd46cefdd284e8255b077c8d612ad49bbd57baf72911ec,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/dates.js,3982,77,8e05471c4168dc15fd4b1bbc44b9f7641e79692ddfc650fa66e7e89fe9b1b668,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/e2e-browser/admin-audit-log.spec.js,1644,32,171e6d8854cc47582db37da0ec347840ec7f8c1238a3192c145d2ce2f2245c32,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/counts-quality-role.spec.js,2230,40,e2960db56d9bbe380e5add4de2cfc60e88062e24c2168d628abb62ea07318636,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/crm.spec.js,2265,50,694a43400e8287180db728a842b3695ff0232fd5bd07e023561bdbe561431ef6,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/global-search.spec.js,2179,44,259c8aea44c697395f3bbe592483bc9e915335be6f096c385616fe263e1f17d5,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/helpers.js,621,17,4114299f09bcfe0ef78a1a046bd1f7e6ecd0f319c566d727757e63e60ce99515,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/items.spec.js,1150,24,79a58d2bb6c9fd2277f5e0ec3494fc1565dcf1b1ae4d88c663de62e0faa89d2b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/login.spec.js,2227,50,0066d73e006c2fcbae335a26ec5c467e9258187bff0c55f450a95f9ea00a9ab8,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/lots-traceability.spec.js,2403,49,fba572dfa64dc5e6b84cf985b3cb38a389b94d774fb197863ff62d74e5e0c095,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/mobile-count.spec.js,2582,52,34dbf12cd6da596d561d0dafcfb03be372a2971bcd358d36de3cdbec2f4636e2,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/mobile-offline-queue.spec.js,3491,67,ee35a6e01843f64f74d2d30309dafc5cd29c4f1eebda930574ba8a9e8cb69829,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/mobile-queue.spec.js,3804,56,dd79f6ab5e98ae798effeb972a9118cb39d9e2c78cd9a31d739ad6435405f802,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/e2e-browser/mobile-receiving.spec.js,2269,45,5147600830b78d988fac1bf32a66913d3f9aa7ed4986d36704ff4a8361065d9e,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/mobile.spec.js,2341,45,e183778f5a849461bfd56c3a0991eb7f8a023d0d75a6aea20b97247aa12dcdd4,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/password-change.spec.js,1847,32,f5a1d58a9b8b20dd970e7c8f3af454d9ef7c9c69e256c54a95fcbbe824cebb62,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/e2e-browser/permission-matrix.spec.js,8213,134,9c37b4f86d56950faff3d423be160b65f0f153867124d11cfd9834c9011b6450,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/print-output-content.spec.js,3539,63,ac8692417efd03baf2edf4ac8a48d135b70f3de52cce5ded554bdc15c5103f0f,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/purchasing-compare-quotes.spec.js,2125,39,4314a38ec6c20a6ac0c700d2af95106740219c425dfce09631538815d7685594,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/purchasing-invoices.spec.js,2123,40,8e3c524d193af954e694dbc4368af65111cec0bb42527ad28a4fd4880bca229f,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e-browser/reset-and-start.js,651,14,9e956683f2c603de426123874a5a6e55b16a869bae1b1aa51655c2bb400723c4,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/e2e.js,20512,317,bbc9e3182d166f725477afa5f60ea7022f0574c69f631af59f32e8931f3a13cb,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/email.js,10503,228,f0f611e92eaad090f2484ac5eb44d44e1d007ac0949d34f83ef636500a4dbd17,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/faz0-verify/.gitignore,9,1,f370ad043ec0c98a166fd98646c3b94280ed78bc996223b6cca2ba936f7c6781,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/b1a-sales.js,22159,295,66eb63d49d5561a051f28cd140af0aaffaf0c9a20d59ae2d1b6867d9cbbe7572,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/b1b-stock.js,32308,415,1ed0981c528e4d90ffd93266f9293df328ac0116c902c2b84f347e43a6a30562,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/b2-purch-auth.js,34631,379,28fa960cb0f8edb8b22ed68b3a1c8c392a7b06a9f681eef71edba8751fe17730,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/b3-sweep.js,12019,156,de652e9b1a04851d66448a7d6454df87e7d4efaeb06a3ef03c5fd98be26b2f9f,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/b4a-misc.js,23087,259,e57fc458d4d18b035c9b431977ff1b559fbdb7152d6762605d76e7713c5cad0f,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/b4b-crm.js,13851,156,c9ea4074e9bc3a4e784724194ee3cadafaae31bf00fcb4b83ae7c83d11cd31cf,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/b4c-ops.js,35098,339,26909923a8e56f9ac3d2b9127b953dc65611ec5d4c8d436245e9ab39a9ad1c47,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/inv.js,4325,59,51b1ed0071dd49d92386c0f8a9c17d17b771c7770136e7f4fcd72748f55d34aa,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/lib.js,6091,110,0e0d6f19ed77ba64feb71f3046f91386eef4054f4a070f9acf266d72480d61be,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/faz0-verify/README.md,3216,60,0bcbcf1f39d864c29475e7d2873ef4501e94dbb10c9112d70f1f8d69bea167a9,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/finance-integrity.js,10717,135,5839c96a0f4753f3e1e3cee1bf030c9a71b6c253a1d2ea78c7857ab5c9d39b22,full-file inventory/static scan; not a line-by-line correctness proof,0,0,1,0,0
test/fixtures/gib-ornekler/IadeFaturasiOrnegi.xml,6964,170,eb67fd5e995fb83929b352279b825f5f668718cc630b1d111c010d2ed55a9fc3,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/fixtures/gib-ornekler/Irsaliye-Ornek1.xml,10982,320,00d1c0034907981d8bdcb8bf500beb62eafc6f40cbbf7bc1aef2a6444423d0b3,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/fixtures/gib-ornekler/TemelFaturaOrnegi.xml,6556,167,a2de493e991828c678d0a2bb546ec5e55bc66fcffb0aae62e97cfce6e315a684,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/fixtures/gib-ornekler/TicariFaturaOrnegi.xml,17328,395,4da0696ab10cb3b0e40f727322acc20f8851d8d18353e0507f199537aca2501c,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/helpers/sandbox.js,1438,33,f1802af0a7a1e54ff678543b5e2badc788226676317b60962303b534a82f8a76,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/import.js,24255,378,2646b30d809e81d9fd70a8126392b735bc3690385446229ce7480cf3ebc18c5c,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/kvkk.js,10464,158,134fd2a23b97dacaf31427bfebf4cd16db1246c59decf93a27630b0d6009049c,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/labels.js,6149,113,68d47e5f00b3ef9a56bf78e0c193c065725023ab75927d07dd0ac5b4af2a42b2,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/license.js,8441,159,1984380372b608050ae14eadb1f1467fe98ef27640fa09f04e46c7442d2b192e,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/load.js,10441,202,9e69542515e120ce9708d5cf587f45dbdfad1dc24ac68ac1d5259c62266d5b99,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/maintenance-safety.js,2876,50,4c33967ad11af2ce054431b7ee88c1ae2d827bc803a50a970c2127fcaeddf66e,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/mobile.js,21673,386,c89b140eea0d7a37afe4174eab338feb35f59e2ff2231a5e9cdc2878f511fd93,full-file inventory/static scan; not a line-by-line correctness proof,1,0,1,0,0
test/multitenancy.js,11831,211,47455079f2f28e04dc8e71b4f25b87035f2ade9f9c142afe7540b6889e11abc4,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/openapi.js,5077,99,2eb79b8b148f13eced3a2a98c28ad1388e21aaa4694847fb9f54521e95de22a7,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/pivot.js,9419,138,c95fe1943f96f0ea2d3568672d255d175c0b8c683871b9b1bb4773defb92e88f,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/planning.js,20289,321,456ca204b4c12f63b6a12b3f6ef791c1fcce74c478ea7ee8c68ee7910433e77a,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/pwa.js,6024,101,eaaed91cdc1979e9769a73bf7f6f0a88069b8ab37996687ab3c40137a61a3643,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/release-hardening.js,6452,84,53db96dfdce1ebeb533c9230b15f50917c6133fe0c02fc9332ef739478f31aac,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/run-all.js,5883,143,d4184ce9e44450b8807cbba00b240e52801ab43a4b29d929b44f9ecd4560b4f5,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/sandbox-safety.js,720,16,d9f3708bff37b8ff51216d7ae486ac629e943d85e2253bde799460c693270e81,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/search.js,4284,84,03f88ca5ef1403d7ced864a7be7b520876bcfcd3aa710abb494f2622b219328b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/security.js,25382,428,74f0771669cbc73353acf0f835f1c2b1fd0eb0e7ca9896d97edec1a5db856119,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,1,0
test/setup-upgrade.js,12392,239,d49261fdd11a82d24bf862525dcea9575bf61bfde71ba988917383f212618bc4,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/stock-integrity.js,11844,164,1b3401789fe0440072dbbce39af54b90d9d67b2cd9bf3bfdbe28c82a6c40be19,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
test/support.js,9247,149,78acfd25f079a8863f366782386d2ad3b31747d95ee7e9ff2c004b86f1cf6217,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/templates.js,12285,206,f047e01d0f0b6d5f7254c4d5eb2d128c747d9e0a811d532bb7a59dbeffda9bf9,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/ui-smoke.js,15858,322,164736299c2ddfb04898a606926a63a6361bfdb1241213a9511065904dd839e6,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/visits.js,6811,115,1c5c5c34ada6d8e157a30d9597bf77a4ac538d823ba176bc7f2b8dcccaf9b916,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/visual-audit.js,9603,178,e5a4fe10a3e7a4826dc655fb1569106d44e1e1124a2d64efec1bc279105b9d10,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
test/webhooks.js,10217,181,032974705c3ac5a529906838909bbf84f5c65bdaef2460541fc1ab621815cc5f,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
tsconfig.json,535,27,6a49d3dc2a1b452300de2a1663373a4a14bc89079daa01a5e7f0ad93589614f6,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
